rank,ngram,early_pct_2021_22,late_pct_2024_25,pp_change,multiple,late_n,early_n
932,sustainability,0.3698,0.5199,0.1501,1.41,317,421
933,finance,1.2473,1.3975,0.1501,1.12,852,1420
934,dbt,0.1783,0.328,0.1497,1.84,200,203
935,for scalable,0.1572,0.3067,0.1495,1.95,187,179
936,pipelines to,0.5806,0.7299,0.1493,1.26,445,661
937,to translate,0.3777,0.5265,0.1488,1.39,321,430
938,actions,1.293,1.4417,0.1487,1.12,879,1472
939,research on,0.4568,0.6052,0.1485,1.33,369,520
940,awareness,1.0523,1.2006,0.1483,1.14,732,1198
941,and seamless,0.2389,0.3871,0.1482,1.62,236,272
942,and automated,0.9952,1.1432,0.148,1.15,697,1133
943,analysis to,1.1955,1.3433,0.1478,1.12,819,1361
944,and strengthen,0.1133,0.2608,0.1475,2.3,159,129
945,entra,0.0641,0.2116,0.1475,3.3,129,73
946,to validate,0.6957,0.8431,0.1474,1.21,514,792
947,natural language,0.2003,0.3477,0.1474,1.74,212,228
948,innovation.,0.1414,0.2887,0.1473,2.04,176,161
949,my focus is,0.043,0.1903,0.1472,4.42,116,49
950,and engagement,0.3022,0.4494,0.1472,1.49,274,344
951,collaborative,1.1797,1.3269,0.1472,1.12,809,1343
952,excited to,0.0597,0.2067,0.1469,3.46,126,68
953,scalability.,0.3391,0.4855,0.1464,1.43,296,386
954,downtime and,0.2653,0.4117,0.1464,1.55,251,302
955,and visual,0.303,0.4494,0.1464,1.48,274,345
956,intern at,0.1757,0.3215,0.1458,1.83,196,200
957,accountability,0.4778,0.6233,0.1454,1.3,380,544
958,the primary,0.5042,0.6495,0.1453,1.29,396,574
959,streamline operations,0.0861,0.2313,0.1452,2.69,141,98
960,and power,0.6324,0.7775,0.145,1.23,474,720
961,and delivering,0.5112,0.6561,0.1449,1.28,400,582
962,cybersecurity and,0.1537,0.2985,0.1448,1.94,182,175
963,an ai-driven,0.036,0.1804,0.1444,5.01,110,41
964,relevance,0.1019,0.246,0.1441,2.41,150,116
965,10+,0.7089,0.8529,0.144,1.2,520,807
966,improve data,0.1941,0.3379,0.1438,1.74,206,221
967,natural,0.3962,0.5396,0.1435,1.36,329,451
968,my focus,0.1256,0.269,0.1434,2.14,164,143
969,attack,0.188,0.3313,0.1433,1.76,202,214
970,and aligning,0.1634,0.3067,0.1433,1.88,187,186
971,regulatory compliance,0.4049,0.5478,0.1429,1.35,334,461
972,aligns,0.1019,0.2444,0.1425,2.4,149,116
973,forecasting,0.9056,1.0481,0.1425,1.16,639,1031
974,benchmarking,0.166,0.3084,0.1423,1.86,188,189
975,your,0.5367,0.679,0.1423,1.27,414,611
976,metrics,3.4679,3.6101,0.1422,1.04,2201,3948
977,defender,0.1186,0.2608,0.1422,2.2,159,135
978,mission of,0.0896,0.2313,0.1417,2.58,141,102
979,serving,1.0031,1.1449,0.1417,1.14,698,1142
980,maintainable,0.2864,0.4281,0.1417,1.49,261,326
981,strategic decision-making,0.1309,0.2723,0.1414,2.08,166,149
982,across all,0.8986,1.0399,0.1413,1.16,634,1023
983,and digital,0.4919,0.6331,0.1412,1.29,386,560
984,and implemented a,0.766,0.907,0.1411,1.18,553,872
985,role-based,0.2609,0.4019,0.141,1.54,245,297
986,smarter,0.0624,0.2034,0.141,3.26,124,71
987,readiness and,0.2512,0.392,0.1408,1.56,239,286
988,ensuring secure,0.1564,0.2969,0.1405,1.9,181,178
989,i design and,0.0518,0.1919,0.1401,3.7,117,59
990,workflows by,0.1028,0.2428,0.14,2.36,148,117
991,insights on,0.2029,0.3428,0.1399,1.69,209,231
992,adoption and,0.3013,0.4412,0.1399,1.46,269,343
993,schema,0.4866,0.6266,0.1399,1.29,382,554
994,protocols,1.4546,1.5943,0.1397,1.1,972,1656
995,user engagement,0.5525,0.6922,0.1397,1.25,422,629
996,visibility into,0.2214,0.3608,0.1395,1.63,220,252
997,performance across,0.1362,0.2756,0.1394,2.02,168,155
998,industry professionals,0.0509,0.1903,0.1393,3.73,116,58
999,translating complex,0.0887,0.228,0.1393,2.57,139,101
1000,business goals and,0.1774,0.3166,0.1391,1.78,193,202
1001,and accessibility,0.2205,0.3592,0.1387,1.63,219,251
1002,and continuous,0.5982,0.7365,0.1383,1.23,449,681
1003,community engagement,0.1458,0.2838,0.1379,1.95,173,166
1004,and mitigate,0.2969,0.4347,0.1378,1.46,265,338
1005,committed to,0.2099,0.3477,0.1378,1.66,212,239
1006,the ai,0.0545,0.1919,0.1374,3.52,117,62
1007,broader,0.2284,0.3658,0.1374,1.6,223,260
1008,presence,0.4023,0.5396,0.1373,1.34,329,458
1009,endpoints,0.5666,0.7036,0.1371,1.24,429,645
1010,and access,0.506,0.643,0.137,1.27,392,576
1011,data integrity and,0.4339,0.5708,0.1369,1.32,348,494
1012,2025.,0.0141,0.1509,0.1368,10.74,92,16
1013,coordination,1.4379,1.5746,0.1367,1.1,960,1637
1014,modeling and,0.3391,0.4757,0.1366,1.4,290,386
1015,i serve,0.0931,0.2296,0.1365,2.47,140,106
1016,planning,5.7192,5.8555,0.1363,1.02,3570,6511
1017,to integrate,0.7396,0.8759,0.1363,1.18,534,842
1018,i drive,0.0606,0.1968,0.1362,3.25,120,69
1019,precision,0.4445,0.5806,0.1362,1.31,354,506
1020,scalable solutions,0.123,0.2592,0.1362,2.11,158,140
1021,to enhance user,0.1739,0.31,0.1361,1.78,189,198
1022,managing,4.9603,5.0961,0.1358,1.03,3107,5647
1023,at the intersection,0.043,0.1788,0.1357,4.15,109,49
1024,the end-to-end,0.3645,0.5003,0.1357,1.37,305,415
1025,outreach and,0.1959,0.3313,0.1354,1.69,202,223
1026,achieving,1.9658,2.1011,0.1353,1.07,1281,2238
1027,early-stage,0.1195,0.2542,0.1348,2.13,155,136
1028,access control,0.4594,0.5938,0.1344,1.29,362,523
1029,and validate,0.2662,0.4002,0.1341,1.5,244,303
1030,architected and,0.3171,0.4511,0.134,1.42,275,361
1031,simulation,0.4928,0.6266,0.1338,1.27,382,561
1032,document,2.0923,2.2258,0.1334,1.06,1357,2382
1033,to support strategic,0.0782,0.2116,0.1334,2.71,129,89
1034,processing,4.1346,4.2678,0.1332,1.03,2602,4707
1035,and ci/cd,0.2117,0.3444,0.1327,1.63,210,241
1036,to ensure timely,0.376,0.5085,0.1325,1.35,310,428
1037,python pandas,0.1432,0.2756,0.1324,1.92,168,163
1038,scalable and,0.4269,0.5593,0.1324,1.31,341,486
1039,excel,3.0349,3.1672,0.1324,1.04,1931,3455
1040,systems.,1.813,1.9453,0.1323,1.07,1186,2064
1041,elevate,0.2319,0.3641,0.1322,1.57,222,264
1042,developing and,0.8881,1.0202,0.1321,1.15,622,1011
1043,product strategy,0.3716,0.5035,0.132,1.36,307,423
1044,vulnerabilities and,0.2864,0.4183,0.1319,1.46,255,326
1045,fellowship,0.1274,0.2592,0.1318,2.03,158,145
1046,accountability and,0.152,0.2838,0.1318,1.87,173,173
1047,in cybersecurity,0.0668,0.1985,0.1317,2.97,121,76
1048,trading,0.3391,0.4707,0.1317,1.39,287,386
1049,expand,0.5112,0.643,0.1317,1.26,392,582
1050,i serve as,0.0817,0.2132,0.1315,2.61,130,93
1051,and analytics,0.5639,0.6954,0.1315,1.23,424,642
1052,resilient,0.2249,0.3559,0.1311,1.58,217,256
1053,execution and,0.5956,0.7266,0.1311,1.22,443,678
1054,mitigation,0.8485,0.9792,0.1307,1.15,597,966
1055,enforcement,0.2864,0.4166,0.1303,1.45,254,326
1056,retrieval-augmented generation rag,0.0158,0.146,0.1302,9.23,89,18
1057,serving as,0.4111,0.5413,0.1302,1.32,330,468
1058,findings and,0.3619,0.4921,0.1302,1.36,300,412
1059,provide actionable,0.1274,0.2575,0.1301,2.02,157,145
1060,phishing,0.2635,0.3936,0.1301,1.49,240,300
1061,aligns with,0.0817,0.2116,0.1299,2.59,129,93
1062,to accelerate,0.2442,0.374,0.1298,1.53,228,278
1063,playwright,0.1326,0.2624,0.1298,1.98,160,151
1064,data to identify,0.2574,0.3871,0.1297,1.5,236,293
1065,supabase,0.0114,0.1411,0.1296,12.35,86,13
1066,teams to deliver,0.3821,0.5117,0.1296,1.34,312,435
1067,i oversee the,0.0378,0.1673,0.1295,4.43,102,43
1068,cycles,0.6201,0.7496,0.1294,1.21,457,706
1069,actionable insights to,0.1792,0.3084,0.1292,1.72,188,204
1070,foster a,0.1792,0.3084,0.1292,1.72,188,204
1071,integrated with,0.3962,0.5249,0.1287,1.32,320,451
1072,built and deployed,0.1239,0.2526,0.1287,2.04,154,141
1073,logistics and,0.26,0.3887,0.1287,1.5,237,296
1074,and threat,0.1239,0.2526,0.1287,2.04,154,141
1075,handling and,0.2864,0.415,0.1286,1.45,253,326
1076,ensuring high,0.3487,0.4773,0.1286,1.37,291,397
1077,validating,0.4489,0.5774,0.1285,1.29,352,511
1078,execution.,0.4489,0.5774,0.1285,1.29,352,511
1079,go-to-market,0.3145,0.4429,0.1284,1.41,270,358
1080,behavior,0.946,1.0743,0.1283,1.14,655,1077
1081,interactive power bi,0.0931,0.2214,0.1283,2.38,135,106
1082,it and,0.4032,0.5314,0.1282,1.32,324,459
1083,uncovering,0.1441,0.2723,0.1282,1.89,166,164
1084,configurations,0.7642,0.8923,0.1281,1.17,544,870
1085,and integrated,0.6447,0.7725,0.1278,1.2,471,734
1086,closely with cross-functional,0.2416,0.369,0.1275,1.53,225,275
1087,consistency.,0.1941,0.3215,0.1274,1.66,196,221
1088,process optimization,0.1713,0.2985,0.1272,1.74,182,195
1089,improve operational,0.1484,0.2756,0.1271,1.86,168,169
1090,for seamless,0.4735,0.6003,0.1269,1.27,366,539
1091,navigation and,0.1388,0.2657,0.1269,1.91,162,158
1092,lead cross-functional,0.1142,0.2411,0.1269,2.11,147,130
1093,caching,0.3241,0.4511,0.1269,1.39,275,369
1094,cohort,0.1783,0.3051,0.1268,1.71,186,203
1095,data ingestion,0.4866,0.6134,0.1268,1.26,374,554
1096,system performance,0.5244,0.6512,0.1268,1.24,397,597
1097,interactive power,0.0949,0.2214,0.1266,2.33,135,108
1098,documenting,0.6641,0.7906,0.1265,1.19,482,756
1099,secure scalable,0.108,0.2345,0.1265,2.17,143,123
1100,thrive,0.1572,0.2838,0.1265,1.8,173,179
1101,gameplay,0.0984,0.2247,0.1263,2.28,137,112
1102,the u.s.,0.2758,0.4019,0.126,1.46,245,314
1103,extract,0.8318,0.9579,0.126,1.15,584,947
1104,techniques to,0.5991,0.725,0.1259,1.21,442,682
1105,ai solutions,0.043,0.1689,0.1259,3.93,103,49
1106,and career,0.1414,0.2674,0.1259,1.89,163,161
1107,confidence,0.3057,0.4314,0.1257,1.41,263,348
1108,dod,0.3601,0.4855,0.1254,1.35,296,410
1109,restful apis,0.6948,0.8201,0.1253,1.18,500,791
1110,using python and,0.4717,0.597,0.1253,1.27,364,537
1111,threat intelligence,0.1537,0.2788,0.1251,1.81,170,175
1112,large datasets,0.3654,0.4904,0.125,1.34,299,416
1113,budgeting,0.3803,0.5052,0.1248,1.33,308,433
1114,lifecycle from,0.1625,0.287,0.1245,1.77,175,185
1115,models for,0.4401,0.5642,0.1242,1.28,344,501
1116,and audit,0.2416,0.3658,0.1242,1.51,223,275
1117,feedback,3.2711,3.3952,0.1241,1.04,2070,3724
1118,resolve,2.3725,2.4964,0.1238,1.05,1522,2701
1119,and consistency,0.2222,0.3461,0.1238,1.56,211,253
1120,cross-platform,0.3092,0.433,0.1238,1.4,264,352
1121,manager at,0.1976,0.3215,0.1238,1.63,196,225
1122,password,0.188,0.3116,0.1237,1.66,190,214
1123,engagement by,0.3619,0.4855,0.1236,1.34,296,412
1124,a centralized,0.2161,0.3395,0.1234,1.57,207,246
1125,full-stack development,0.1818,0.3051,0.1233,1.68,186,207
1126,airflow,0.4805,0.6036,0.1231,1.26,368,547
1127,15+,0.3593,0.4822,0.123,1.34,294,409
1128,to the development,0.5068,0.6298,0.123,1.24,384,577
1129,and mentor,0.2152,0.3379,0.1227,1.57,206,245
1130,a supportive,0.0791,0.2017,0.1227,2.55,123,90
1131,systems that,0.2433,0.3658,0.1225,1.5,223,277
1132,technical teams,0.2547,0.3772,0.1225,1.48,230,290
1133,principles,1.0602,1.1826,0.1224,1.12,721,1207
1134,data accessibility,0.1695,0.292,0.1224,1.72,178,193
1135,unified,0.5042,0.6266,0.1224,1.24,382,574
1136,and scalability,0.2582,0.3805,0.1223,1.47,232,294
1137,with strategic,0.2354,0.3576,0.1222,1.52,218,268
1138,for secure,0.2846,0.4068,0.1222,1.43,248,324
1139,collaboration across,0.1484,0.2706,0.1222,1.82,165,169
1140,technical support,0.9689,1.0907,0.1219,1.13,665,1103
1141,spans,0.0799,0.2017,0.1218,2.52,123,91
1142,mcp,0.0079,0.1296,0.1217,16.39,79,9
1143,ai model,0.0343,0.1558,0.1216,4.55,95,39
1144,connecting,0.3557,0.4773,0.1215,1.34,291,405
1145,improving operational,0.2214,0.3428,0.1214,1.55,209,252
1146,enhance operational,0.1739,0.2952,0.1213,1.7,180,198
1147,posture.,0.1511,0.2723,0.1212,1.8,166,172
1148,event-driven,0.289,0.4101,0.1211,1.42,250,329
1149,i support the,0.0184,0.1394,0.121,7.56,85,21
1150,ai-generated,0.0184,0.1394,0.121,7.56,85,21
1151,spearhead,0.2055,0.3264,0.1209,1.59,199,234
1152,collaboration and,0.7993,0.9202,0.1208,1.15,561,910
1153,claude,0.0105,0.1312,0.1207,12.45,80,12
1154,building scalable,0.0878,0.2083,0.1205,2.37,127,100
1155,monitor and,0.4945,0.6151,0.1205,1.24,375,563
1156,sentiment,0.1634,0.2838,0.1204,1.74,173,186
1157,ui/ux,0.6114,0.7315,0.1202,1.2,446,696
1158,expanding,0.4752,0.5954,0.1202,1.25,363,541
1159,troubleshoot,1.2183,1.3384,0.1201,1.1,816,1387
1160,cross-team,0.39,0.5101,0.1201,1.31,311,444
1161,recurring,0.3856,0.5052,0.1196,1.31,308,439
1162,enhance the,0.6201,0.7397,0.1196,1.19,451,706
1163,behavioral,0.397,0.5167,0.1196,1.3,315,452
1164,visibility.,0.1379,0.2575,0.1196,1.87,157,157
1165,uphold,0.2117,0.3313,0.1196,1.57,202,241
1166,network security,0.2609,0.3805,0.1196,1.46,232,297
1167,enabling seamless,0.2134,0.333,0.1195,1.56,203,243
1168,university,0.6825,0.8021,0.1195,1.18,489,777
1169,accuracy in,0.2872,0.4068,0.1195,1.42,248,327
1170,interactive tableau,0.0808,0.2001,0.1193,2.48,122,92
1171,secure data,0.1449,0.2641,0.1191,1.82,161,165
1172,and real-world,0.0351,0.1542,0.119,4.39,94,40
1173,collaborate with the,0.1484,0.2674,0.1189,1.8,163,169
1174,and advanced,0.2653,0.3838,0.1185,1.45,234,302
1175,and fostering,0.3162,0.4347,0.1184,1.37,265,360
1176,bedrock,0.0325,0.1509,0.1184,4.64,92,37
1177,specializing in,0.4787,0.597,0.1183,1.25,364,545
1178,ai chatbot,0.036,0.1542,0.1182,4.28,94,41
1179,branding,0.4708,0.5888,0.118,1.25,359,536
1180,user experience.,0.6316,0.7496,0.118,1.19,457,719
1181,mentor,0.9153,1.0333,0.118,1.13,630,1042
1182,and data-driven,0.1871,0.3051,0.118,1.63,186,213
1183,orchestration,0.3856,0.5035,0.1179,1.31,307,439
1184,embedding,0.1019,0.2198,0.1179,2.16,134,116
1185,architecting,0.2003,0.3182,0.1179,1.59,194,228
1186,and enforce,0.1265,0.2444,0.1179,1.93,149,144
1187,selected as,0.1019,0.2198,0.1179,2.16,134,116
1188,version control,0.6957,0.8135,0.1179,1.17,496,792
1189,complex datasets,0.0905,0.2083,0.1178,2.3,127,103
1190,ensure accuracy,0.2644,0.3822,0.1178,1.45,233,301
1191,small businesses,0.1054,0.2231,0.1177,2.12,136,120
1192,allows me to,0.043,0.1607,0.1177,3.73,98,49
1193,flows and,0.3074,0.4248,0.1174,1.38,259,350
1194,ensure alignment with,0.2091,0.3264,0.1173,1.56,199,238
1195,audience,0.5077,0.6249,0.1172,1.23,381,578
1196,to automate,1.5363,1.6533,0.117,1.08,1008,1749
1197,actionable recommendations,0.1159,0.2329,0.117,2.01,142,132
1198,discovery,0.708,0.825,0.117,1.17,503,806
1199,anomaly detection,0.1783,0.2952,0.1169,1.66,180,203
1200,anomalies,0.318,0.4347,0.1167,1.37,265,362
1201,and accelerate,0.0834,0.2001,0.1167,2.4,122,95
1202,process improvements,0.6263,0.743,0.1167,1.19,453,713
1203,accessibility for,0.1098,0.2263,0.1165,2.06,138,125
1204,directly,1.5943,1.7107,0.1164,1.07,1043,1815
1205,founded,0.2117,0.328,0.1163,1.55,200,241
1206,with real-time,0.1379,0.2542,0.1163,1.84,155,157
1207,stakeholders.,0.9188,1.035,0.1162,1.13,631,1046
1208,and collaborating,0.2776,0.3936,0.1161,1.42,240,316
1209,i collaborate closely,0.0316,0.1476,0.116,4.67,90,36
1210,that improve,0.1054,0.2214,0.116,2.1,135,120
1211,technical issues,0.5499,0.6659,0.116,1.21,406,626
1212,provide strategic,0.0808,0.1968,0.116,2.44,120,92
1213,standardize,0.3057,0.4215,0.1159,1.38,257,348
1214,dashboards and reports,0.1941,0.31,0.1159,1.6,189,221
1215,ensuring a,0.6895,0.8053,0.1158,1.17,491,785
1216,findings into,0.0957,0.2116,0.1158,2.21,129,109
1217,ensuring smooth,0.4682,0.5839,0.1157,1.25,356,533
1218,and outreach,0.0993,0.2149,0.1156,2.16,131,113
1219,and contributing,0.2802,0.3953,0.1151,1.41,241,319
1220,allows me,0.0457,0.1607,0.1151,3.52,98,52
1221,integrations,1.0233,1.1383,0.115,1.11,694,1165
1222,sensitive,0.7264,0.8414,0.115,1.16,513,827
1223,it s,0.1985,0.3133,0.1148,1.58,191,226
1224,splunk,0.6184,0.7332,0.1148,1.19,447,704
1225,manual data,0.1265,0.2411,0.1146,1.91,147,144
1226,with internal teams,0.1643,0.2788,0.1146,1.7,170,187
1227,selected for,0.0527,0.1673,0.1146,3.17,102,60
1228,reporting.,0.6614,0.7758,0.1144,1.17,473,753
1229,nlp,0.2793,0.3936,0.1143,1.41,240,318
1230,into a,0.9961,1.1104,0.1143,1.11,677,1134
1231,operational efficiency and,0.4401,0.5544,0.1143,1.26,338,501
1232,key responsibilities,0.1695,0.2838,0.1142,1.67,173,193
1233,into clear actionable,0.0334,0.1476,0.1142,4.42,90,38
1234,and operational efficiency.,0.1713,0.2854,0.1141,1.67,174,195
1235,penetration testing,0.1959,0.31,0.1141,1.58,189,223
1236,accuracy across,0.0747,0.1886,0.114,2.53,115,85
1237,firebase,0.2486,0.3625,0.1139,1.46,221,283
1238,and statistical,0.1616,0.2756,0.1139,1.7,168,184
1239,boost,0.6439,0.7578,0.1139,1.18,462,733
1240,growth and,0.7572,0.8709,0.1138,1.15,531,862
1241,i lead a,0.065,0.1788,0.1138,2.75,109,74
1242,adherence to,1.141,1.2548,0.1137,1.1,765,1299
1243,a responsive,0.1669,0.2805,0.1136,1.68,171,190
1244,and reporting,1.3923,1.5057,0.1135,1.08,918,1585
1245,mission is,0.1265,0.2395,0.113,1.89,146,144
1246,explore,0.325,0.4379,0.1129,1.35,267,370
1247,capital,0.6237,0.7365,0.1128,1.18,449,710
1248,with a strong,0.1792,0.292,0.1128,1.63,178,204
1249,claims,0.7484,0.8611,0.1127,1.15,525,852
1250,deliver actionable insights,0.0448,0.1575,0.1127,3.51,96,51
1251,high-fidelity,0.3171,0.4297,0.1126,1.36,262,361
1252,collaborate cross-functionally,0.0483,0.1607,0.1124,3.33,98,55
1253,building and,0.5341,0.6462,0.1122,1.21,394,608
1254,sentinel,0.0896,0.2017,0.1121,2.25,123,102
1255,integrity.,0.2881,0.4002,0.1121,1.39,244,328
1256,troubleshooting,2.463,2.5751,0.1121,1.05,1570,2804
1257,delivered a,0.2275,0.3395,0.112,1.49,207,259
1258,kpis and,0.4014,0.5134,0.112,1.28,313,457
1259,problem-solving and,0.1836,0.2952,0.1117,1.61,180,209
1260,you re,0.0378,0.1493,0.1115,3.95,91,43
1261,transparency,0.5806,0.6922,0.1115,1.19,422,661
1262,specializing,0.4858,0.597,0.1113,1.23,364,553
1263,next-generation,0.1265,0.2378,0.1113,1.88,145,144
1264,resilience and,0.1037,0.2149,0.1112,2.07,131,118
1265,supports,0.5481,0.6594,0.1112,1.2,402,624
1266,data science,0.5991,0.7102,0.1111,1.19,433,682
1267,targeting,0.3039,0.415,0.111,1.37,253,346
1268,stability,0.7124,0.8234,0.111,1.16,502,811
1269,to foster,0.296,0.4068,0.1108,1.37,248,337
1270,fraud detection,0.1599,0.2706,0.1108,1.69,165,182
1271,maintainability and,0.1599,0.2706,0.1108,1.69,165,182
1272,intervention,0.2828,0.3936,0.1108,1.39,240,322
1273,it operations,0.1107,0.2214,0.1107,2.0,135,126
1274,collaboration.,0.3601,0.4707,0.1106,1.31,287,410
1275,conversational,0.0878,0.1985,0.1106,2.26,121,100
1276,recommend,0.5209,0.6315,0.1106,1.21,385,593
1277,containerized,0.4849,0.5954,0.1105,1.23,363,552
1278,role focuses on,0.0158,0.1263,0.1105,7.99,77,18
1279,a trusted,0.1142,0.2247,0.1105,1.97,137,130
1280,and excel,0.4357,0.5462,0.1105,1.25,333,496
1281,anomaly,0.2389,0.3494,0.1104,1.46,213,272
1282,preprocessing,0.1405,0.251,0.1104,1.79,153,160
1283,practices.,0.9952,1.1055,0.1103,1.11,674,1133
1284,responsiveness,0.2539,0.3641,0.1103,1.43,222,289
1285,continuously,0.6263,0.7365,0.1102,1.18,449,713
1286,typescript and,0.2802,0.3904,0.1102,1.39,238,319
1287,volunteer,0.3197,0.4297,0.11,1.34,262,364
1288,compliance across,0.1116,0.2214,0.1099,1.98,135,127
1289,ensuring consistency,0.1476,0.2575,0.1099,1.75,157,168
1290,a dynamic,0.433,0.5429,0.1099,1.25,331,493
1291,investor,0.1379,0.2477,0.1098,1.8,151,157
1292,streamline data,0.1432,0.2526,0.1094,1.76,154,163
1293,protocols and,0.3909,0.5003,0.1094,1.28,305,445
1294,role i,0.5876,0.6971,0.1094,1.19,425,669
1295,permissions,0.3039,0.4133,0.1094,1.36,252,346
1296,systems engineering,0.2055,0.3149,0.1094,1.53,192,234
1297,fundraising,0.2416,0.351,0.1094,1.45,214,275
1298,optimization.,0.3285,0.4379,0.1094,1.33,267,374
1299,to detect,0.3926,0.5019,0.1093,1.28,306,447
1300,market research,0.6535,0.7627,0.1092,1.17,465,744
1301,scalable backend,0.0861,0.1952,0.1091,2.27,119,98
1302,and engaging,0.2337,0.3428,0.1091,1.47,209,266
1303,identify trends and,0.1634,0.2723,0.1089,1.67,166,186
1304,decision-making across,0.0914,0.2001,0.1088,2.19,122,104
1305,built an,0.2389,0.3477,0.1088,1.46,212,272
1306,inference,0.1028,0.2116,0.1088,2.06,129,117
1307,role focuses,0.0176,0.1263,0.1087,7.19,77,20
1308,operations including,0.2293,0.3379,0.1086,1.47,206,261
1309,with business goals.,0.0949,0.2034,0.1085,2.14,124,108
1310,market analysis,0.1704,0.2788,0.1084,1.64,170,194
1311,and recommend,0.2705,0.3789,0.1083,1.4,231,308
1312,across the organization.,0.1774,0.2854,0.108,1.61,174,202
1313,frameworks to,0.2038,0.3116,0.1079,1.53,190,232
1314,pricing,1.0225,1.1301,0.1076,1.11,689,1164
1315,mitigate,0.7387,0.8463,0.1076,1.15,516,841
1316,professionals to,0.1599,0.2674,0.1075,1.67,163,182
1317,in power,0.3566,0.4642,0.1075,1.3,283,406
1318,connections,0.5191,0.6266,0.1074,1.21,382,591
1319,to ensure alignment,0.2618,0.369,0.1073,1.41,225,298
1320,financial data,0.3294,0.4363,0.1069,1.32,266,375
1321,enhance data,0.1985,0.3051,0.1066,1.54,186,226
1322,mission to,0.1362,0.2428,0.1066,1.78,148,155
1323,partnering,0.3953,0.5019,0.1066,1.27,306,450
1324,efficiency across,0.1379,0.2444,0.1065,1.77,149,157
1325,in data,0.8169,0.9234,0.1065,1.13,563,930
1326,audits,1.4977,1.6041,0.1065,1.07,978,1705
1327,agile sprints,0.1019,0.2083,0.1064,2.04,127,116
1328,analyst at,0.1265,0.2329,0.1064,1.84,142,144
1329,dashboards in,0.3988,0.5052,0.1064,1.27,308,454
1330,low-latency,0.0773,0.1837,0.1064,2.38,112,88
1331,i play,0.0659,0.1722,0.1063,2.61,105,75
1332,chatgpt,0.0711,0.1771,0.106,2.49,108,81
1333,practices in,0.3549,0.4609,0.106,1.3,281,404
1334,and hands-on,0.0975,0.2034,0.1059,2.09,124,111
1335,and market,0.4945,0.6003,0.1058,1.21,366,563
1336,manage and,0.7537,0.8595,0.1058,1.14,524,858
1337,contributing to a,0.4093,0.515,0.1057,1.26,314,466
1338,interactive dashboards and,0.101,0.2067,0.1057,2.05,126,115
1339,tailored solutions,0.0896,0.1952,0.1056,2.18,119,102
1340,organizations to,0.2143,0.3198,0.1055,1.49,195,244
1341,and incident response,0.1045,0.2099,0.1054,2.01,128,119
1342,streamline workflows and,0.0571,0.1624,0.1053,2.84,99,65
1343,in ai,0.0325,0.1378,0.1053,4.24,84,37
1344,generation and,0.195,0.3002,0.1052,1.54,183,222
1345,my skills,0.2082,0.3133,0.1051,1.5,191,237
1346,ensures,0.4199,0.5249,0.105,1.25,320,478
1347,security alerts,0.0509,0.1558,0.1049,3.06,95,58
1348,from concept,0.2477,0.3526,0.1049,1.42,215,282
1349,and client,0.8169,0.9218,0.1049,1.13,562,930
1350,enhance user experience,0.0887,0.1935,0.1048,2.18,118,101
1351,assist in,0.881,0.9858,0.1047,1.12,601,1003
1352,culture,1.2517,1.3564,0.1047,1.08,827,1425
1353,feedback and,0.7449,0.8496,0.1047,1.14,518,848
1354,and collaborate,0.253,0.3576,0.1046,1.41,218,288
1355,teams to implement,0.2301,0.3346,0.1045,1.45,204,262
1356,strategies that,0.2811,0.3854,0.1044,1.37,235,320
1357,authentication and,0.3417,0.4461,0.1044,1.31,272,389
1358,learning models,0.3303,0.4347,0.1044,1.32,265,376
1359,and inform,0.1335,0.2378,0.1043,1.78,145,152
1360,the club,0.0843,0.1886,0.1043,2.24,115,96
1361,using tools,0.3584,0.4625,0.1042,1.29,282,408
1362,servicenow,0.6043,0.7086,0.1042,1.17,432,688
1363,compliance with industry,0.1845,0.2887,0.1042,1.56,176,210
1364,the cybersecurity,0.1107,0.2149,0.1042,1.94,131,126
1365,initiatives with,0.137,0.2411,0.1041,1.76,147,156
1366,bridges,0.0632,0.1673,0.1041,2.65,102,72
1367,suspicious,0.1502,0.2542,0.104,1.69,155,171
1368,operations teams to,0.101,0.205,0.104,2.03,125,115
1369,to ensure accuracy,0.2372,0.3412,0.104,1.44,208,270
1370,on-site,0.5112,0.6151,0.1039,1.2,375,582
1371,to ensure accurate,0.2029,0.3067,0.1038,1.51,187,231
1372,and student,0.0914,0.1952,0.1038,2.14,119,104
1373,innovation in,0.0799,0.1837,0.1038,2.3,112,91
1374,etl pipelines using,0.1669,0.2706,0.1037,1.62,165,190
1375,maintain accurate,0.1177,0.2214,0.1037,1.88,135,134
1376,powered,0.1818,0.2854,0.1036,1.57,174,207
1377,experience across,0.1739,0.2772,0.1033,1.59,169,198
1378,ai for,0.0378,0.1411,0.1033,3.73,86,43
1379,frameworks and,0.3215,0.4248,0.1033,1.32,259,366
1380,threats and,0.2477,0.351,0.1033,1.42,214,282
1381,tableau,1.9421,2.0453,0.1032,1.05,1247,2211
1382,represent,0.2117,0.3149,0.1032,1.49,192,241
1383,teams to enhance,0.1397,0.2428,0.1031,1.74,148,159
1384,and contributing to,0.2626,0.3658,0.1031,1.39,223,299
1385,dashboards to visualize,0.0922,0.1952,0.103,2.12,119,105
1386,effort by,0.202,0.3051,0.103,1.51,186,230
1387,multimodal,0.0299,0.1329,0.103,4.45,81,34
